gp-common-timestamp,before,dirty_reboot_time
2024-03-27T11:34:00Z,"[2023-12-14T11:59:17+00:00]: The resource property GPU_SXM_2 NVLink_8 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T11:59:23+00:00]: The resource property GPU_SXM_2 NVLink_7 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T11:59:26+00:00]: The resource property GPU_SXM_2 NVLink_6 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T11:59:31+00:00]: The resource property GPU_SXM_2 NVLink_5 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T11:59:35+00:00]: The resource property GPU_SXM_2 NVLink_4 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T11:59:38+00:00]: The resource property GPU_SXM_2 NVLink_3 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T11:59:43+00:00]: The resource property GPU_SXM_2 NVLink_2 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T11:59:47+00:00]: The resource property GPU_SXM_2 NVLink_1 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T11:59:50+00:00]: The resource property GPU_SXM_2 NVLink_0 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T11:59:55+00:00]: The resource property GPU_SXM_1 NVLink_17 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T11:59:58+00:00]: The resource property GPU_SXM_1 NVLink_16 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:00:03+00:00]: The resource property GPU_SXM_1 NVLink_15 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:00:07+00:00]: The resource property GPU_SXM_1 NVLink_14 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:00:10+00:00]: The resource property GPU_SXM_1 NVLink_13 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:00:15+00:00]: The resource property GPU_SXM_1 NVLink_12 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:00:18+00:00]: The resource property GPU_SXM_1 NVLink_11 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:00:22+00:00]: The resource property GPU_SXM_1 NVLink_10 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:00:27+00:00]: The resource property GPU_SXM_1 NVLink_9 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:00:30+00:00]: The resource property GPU_SXM_1 NVLink_8 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:00:35+00:00]: The resource property GPU_SXM_1 NVLink_7 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:00:38+00:00]: The resource property GPU_SXM_1 NVLink_6 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:00:42+00:00]: The resource property GPU_SXM_1 NVLink_5 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:00:48+00:00]: The resource property GPU_SXM_1 NVLink_4 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:00:50+00:00]: The resource property GPU_SXM_1 NVLink_3 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:00:53+00:00]: The resource property GPU_SXM_1 NVLink_2 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:00:59+00:00]: The resource property GPU_SXM_1 NVLink_1 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:01:01+00:00]: The resource property GPU_SXM_1 NVLink_0 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:01:14+00:00]: The resource property NVSwitch_3 NVLink_31 has detected errors of type 'NVLink Training Error'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:01:21+00:00]: The resource property NVSwitch_3 NVLink_30 has detected errors of type 'NVLink Training Error'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:01:23+00:00]: The resource property NVSwitch_3 NVLink_29 has detected errors of type 'NVLink Training Error'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:01:36+00:00]: The resource property NVSwitch_3 NVLink_28 has detected errors of type 'NVLink Training Error'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:01:44+00:00]: The resource property NVSwitch_3 NVLink_27 has detected errors of type 'NVLink Training Error'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:01:46+00:00]: The resource property NVSwitch_3 NVLink_26 has detected errors of type 'NVLink Training Error'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:01:56+00:00]: The resource property NVSwitch_3 NVLink_25 has detected errors of type 'NVLink Training Error'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:02:07+00:00]: The resource property NVSwitch_2 NVLink_39 has detected errors of type 'NVLink Training Error'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:02:07+00:00]: The resource property NVSwitch_2 NVLink_38 has detected errors of type 'NVLink Training Error'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:02:17+00:00]: The resource property NVSwitch_1 NVLink_35 has detected errors of type 'NVLink Training Error'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:02:20+00:00]: The resource property GPU_SXM_8 NVLink_17 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:02:28+00:00]: The resource property NVSwitch_0 NVLink_31 has detected errors of type 'NVLink Training Error'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:02:30+00:00]: The resource property GPU_SXM_8 NVLink_16 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:02:34+00:00]: The resource property GPU_SXM_8 NVLink_15 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:02:41+00:00]: The resource property GPU_SXM_8 NVLink_14 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:02:43+00:00]: The resource property GPU_SXM_8 NVLink_13 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:02:47+00:00]: The resource property GPU_SXM_8 NVLink_12 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:02:55+00:00]: The resource property GPU_SXM_8 NVLink_11 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:02:57+00:00]: The resource property GPU_SXM_6 NVLink_3 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:02:58+00:00]: The resource property GPU_SXM_5 NVLink_17 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:03:03+00:00]: The resource property GPU_SXM_4 NVLink_17 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:03:05+00:00]: The resource property GPU_SXM_3 NVLink_17 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:32:19+00:00]: The resource property PCIeSwitch_0/DOWN_3 PCIe has detected errors of type 'Abnormal Speed Change'.; Resolution: Reset the link. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:32:22+00:00]: The resource property PCIeSwitch_0/DOWN_2 PCIe has detected errors of type 'Abnormal Speed Change'.; Resolution: Reset the link. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:36:28+00:00]: The resource property PCIeSwitch_0 PCIe Upstream Port has detected errors of type 'PCIe Uncorrectable Error 8192'.; Resolution: Reset the link. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:44:41+00:00]: The resource property GPU_SXM_8 NVLink_17 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:44:45+00:00]: The resource property GPU_SXM_8 NVLink_16 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:44:49+00:00]: The resource property GPU_SXM_8 NVLink_13 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:44:56+00:00]: The resource property GPU_SXM_8 NVLink_12 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:44:58+00:00]: The resource property GPU_SXM_8 NVLink_10 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:45:03+00:00]: The resource property GPU_SXM_8 NVLink_9 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:45:09+00:00]: The resource property GPU_SXM_8 NVLink_8 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:45:12+00:00]: The resource property GPU_SXM_8 NVLink_5 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:45:16+00:00]: The resource property GPU_SXM_8 NVLink_4 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:45:23+00:00]: The resource property GPU_SXM_8 NVLink_3 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:45:25+00:00]: The resource property GPU_SXM_8 NVLink_2 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:45:27+00:00]: The resource property GPU_SXM_8 NVLink_1 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:45:36+00:00]: The resource property GPU_SXM_8 NVLink_0 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:45:40+00:00]: The resource property GPU_SXM_7 NVLink_17 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:45:40+00:00]: The resource property GPU_SXM_7 NVLink_16 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:45:51+00:00]: The resource property GPU_SXM_7 NVLink_13 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:45:53+00:00]: The resource property GPU_SXM_7 NVLink_12 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:45:56+00:00]: The resource property GPU_SXM_7 NVLink_10 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:46:03+00:00]: The resource property GPU_SXM_7 NVLink_7 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:46:07+00:00]: The resource property GPU_SXM_7 NVLink_6 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:46:10+00:00]: The resource property GPU_SXM_7 NVLink_5 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:46:15+00:00]: The resource property GPU_SXM_7 NVLink_4 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:46:20+00:00]: The resource property GPU_SXM_7 NVLink_3 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:46:22+00:00]: The resource property GPU_SXM_7 NVLink_2 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:46:26+00:00]: The resource property GPU_SXM_7 NVLink_1 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:46:31+00:00]: The resource property GPU_SXM_7 NVLink_0 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:46:37+00:00]: The resource property GPU_SXM_6 NVLink_17 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:46:41+00:00]: The resource property GPU_SXM_6 NVLink_16 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:46:44+00:00]: The resource property GPU_SXM_6 NVLink_15 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:46:48+00:00]: The resource property GPU_SXM_6 NVLink_14 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T12:48:25+00:00]: The resource property PCIeSwitch_0/DOWN_3 PCIe has detected errors of type 'Abnormal Speed Change'.; Resolution: Reset the link. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T13:09:31+00:00]: The resource property PCIeSwitch_0 PCIe Upstream Port has detected errors of type 'PCIe Uncorrectable Error 8192'.; Resolution: Reset the link. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T13:17:48+00:00]: The resource property GPU_SXM_8 NVLink_17 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T13:17:52+00:00]: The resource property GPU_SXM_8 NVLink_16 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
2024-03-27T11:34:00Z,"[2023-12-14T13:17:54+00:00]: The resource property GPU_SXM_8 NVLink_15 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-27 12:32:15
