gp-common-timestamp,before,dirty_reboot_time
2024-03-09T05:50:40Z,"[2023-11-13T08:21:35+00:00]: The resource property NVSwitch_2 NVLink_16 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:50:40Z,"[2023-11-13T08:21:37+00:00]: The resource property NVSwitch_2 NVLink_15 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:50:40Z,"[2023-11-13T08:21:57+00:00]: The resource property NVSwitch_2 NVLink_14 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:50:40Z,"[2023-11-13T08:21:59+00:00]: The resource property NVSwitch_2 NVLink_13 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:50:40Z,"[2023-11-13T08:22:04+00:00]: The resource property NVSwitch_2 NVLink_12 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:50:40Z,"[2023-11-13T08:22:23+00:00]: The resource property NVSwitch_2 NVLink_11 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:50:40Z,"[2023-11-13T08:22:24+00:00]: The resource property NVSwitch_2 NVLink_10 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:50:40Z,"[2023-11-13T08:22:31+00:00]: The resource property NVSwitch_2 NVLink_9 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:50:40Z,"[2023-11-13T08:22:42+00:00]: The resource property NVSwitch_2 NVLink_8 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:50:40Z,"[2023-11-13T08:22:44+00:00]: The resource property NVSwitch_2 NVLink_7 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:50:40Z,"[2023-11-13T08:22:53+00:00]: The resource property NVSwitch_2 NVLink_6 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:50:40Z,"[2023-11-13T08:23:07+00:00]: The resource property NVSwitch_2 NVLink_5 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:50:40Z,"[2023-11-13T08:23:09+00:00]: The resource property NVSwitch_2 NVLink_4 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:50:40Z,"[2023-11-13T08:23:19+00:00]: The resource property NVSwitch_2 NVLink_3 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:50:40Z,"[2023-11-13T08:23:32+00:00]: The resource property NVSwitch_2 NVLink_2 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:50:40Z,"[2023-11-13T08:23:33+00:00]: The resource property NVSwitch_2 NVLink_1 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:50:40Z,"[2023-11-13T08:23:42+00:00]: The resource property NVSwitch_2 NVLink_0 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:50:40Z,"[2023-11-13T08:23:54+00:00]: The resource property NVSwitch_1 NVLink_38 has detected errors of type 'Training Error count is 25'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:50:40Z,"[2023-11-13T08:23:54+00:00]: The resource property NVSwitch_1 NVLink_39 has detected errors of type 'Training Error count is 25'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:50:40Z,"[2023-11-13T08:24:06+00:00]: The resource property NVSwitch_1 NVLink_37 has detected errors of type 'Training Error count is 25'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:50:40Z,"[2023-11-13T08:24:19+00:00]: The resource property NVSwitch_1 NVLink_36 has detected errors of type 'Training Error count is 25'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:50:40Z,"[2023-11-13T08:24:19+00:00]: The resource property NVSwitch_1 NVLink_35 has detected errors of type 'Training Error count is 25'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:50:40Z,"[2023-11-13T08:24:32+00:00]: The resource property NVSwitch_1 NVLink_34 has detected errors of type 'Training Error count is 25'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:50:40Z,"[2023-11-13T08:24:40+00:00]: The resource property NVSwitch_1 NVLink_33 has detected errors of type 'Training Error count is 25'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:55:42Z,"[2023-11-13T08:21:35+00:00]: The resource property NVSwitch_2 NVLink_16 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:55:42Z,"[2023-11-13T08:21:37+00:00]: The resource property NVSwitch_2 NVLink_15 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:55:42Z,"[2023-11-13T08:21:57+00:00]: The resource property NVSwitch_2 NVLink_14 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:55:42Z,"[2023-11-13T08:21:59+00:00]: The resource property NVSwitch_2 NVLink_13 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:55:42Z,"[2023-11-13T08:22:04+00:00]: The resource property NVSwitch_2 NVLink_12 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:55:42Z,"[2023-11-13T08:22:23+00:00]: The resource property NVSwitch_2 NVLink_11 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:55:42Z,"[2023-11-13T08:22:24+00:00]: The resource property NVSwitch_2 NVLink_10 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:55:42Z,"[2023-11-13T08:22:31+00:00]: The resource property NVSwitch_2 NVLink_9 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:55:42Z,"[2023-11-13T08:22:42+00:00]: The resource property NVSwitch_2 NVLink_8 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:55:42Z,"[2023-11-13T08:22:44+00:00]: The resource property NVSwitch_2 NVLink_7 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:55:42Z,"[2023-11-13T08:22:53+00:00]: The resource property NVSwitch_2 NVLink_6 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:55:42Z,"[2023-11-13T08:23:07+00:00]: The resource property NVSwitch_2 NVLink_5 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:55:42Z,"[2023-11-13T08:23:09+00:00]: The resource property NVSwitch_2 NVLink_4 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:55:42Z,"[2023-11-13T08:23:19+00:00]: The resource property NVSwitch_2 NVLink_3 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:55:42Z,"[2023-11-13T08:23:32+00:00]: The resource property NVSwitch_2 NVLink_2 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:55:42Z,"[2023-11-13T08:23:33+00:00]: The resource property NVSwitch_2 NVLink_1 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:55:42Z,"[2023-11-13T08:23:42+00:00]: The resource property NVSwitch_2 NVLink_0 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:55:42Z,"[2023-11-13T08:23:54+00:00]: The resource property NVSwitch_1 NVLink_38 has detected errors of type 'Training Error count is 25'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:55:42Z,"[2023-11-13T08:23:54+00:00]: The resource property NVSwitch_1 NVLink_39 has detected errors of type 'Training Error count is 25'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:55:42Z,"[2023-11-13T08:24:06+00:00]: The resource property NVSwitch_1 NVLink_37 has detected errors of type 'Training Error count is 25'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:55:42Z,"[2023-11-13T08:24:19+00:00]: The resource property NVSwitch_1 NVLink_36 has detected errors of type 'Training Error count is 25'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:55:42Z,"[2023-11-13T08:24:19+00:00]: The resource property NVSwitch_1 NVLink_35 has detected errors of type 'Training Error count is 25'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:55:42Z,"[2023-11-13T08:24:32+00:00]: The resource property NVSwitch_1 NVLink_34 has detected errors of type 'Training Error count is 25'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:55:42Z,"[2023-11-13T08:24:40+00:00]: The resource property NVSwitch_1 NVLink_33 has detected errors of type 'Training Error count is 25'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T05:55:42Z,"[2024-03-09T05:51:54+00:00]: The resource property HMC_0 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-09 05:47:30
2024-03-09T06:00:42Z,"[2023-11-13T08:23:09+00:00]: The resource property NVSwitch_2 NVLink_4 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T06:00:42Z,"[2023-11-13T08:23:19+00:00]: The resource property NVSwitch_2 NVLink_3 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T06:00:42Z,"[2023-11-13T08:23:32+00:00]: The resource property NVSwitch_2 NVLink_2 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T06:00:42Z,"[2023-11-13T08:23:33+00:00]: The resource property NVSwitch_2 NVLink_1 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T06:00:42Z,"[2023-11-13T08:23:42+00:00]: The resource property NVSwitch_2 NVLink_0 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T06:00:42Z,"[2023-11-13T08:23:54+00:00]: The resource property NVSwitch_1 NVLink_38 has detected errors of type 'Training Error count is 25'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T06:00:42Z,"[2023-11-13T08:23:54+00:00]: The resource property NVSwitch_1 NVLink_39 has detected errors of type 'Training Error count is 25'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T06:00:42Z,"[2023-11-13T08:24:06+00:00]: The resource property NVSwitch_1 NVLink_37 has detected errors of type 'Training Error count is 25'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T06:00:42Z,"[2023-11-13T08:24:19+00:00]: The resource property NVSwitch_1 NVLink_36 has detected errors of type 'Training Error count is 25'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T06:00:42Z,"[2023-11-13T08:24:19+00:00]: The resource property NVSwitch_1 NVLink_35 has detected errors of type 'Training Error count is 25'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T06:00:42Z,"[2023-11-13T08:24:32+00:00]: The resource property NVSwitch_1 NVLink_34 has detected errors of type 'Training Error count is 25'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T06:00:42Z,"[2023-11-13T08:24:40+00:00]: The resource property NVSwitch_1 NVLink_33 has detected errors of type 'Training Error count is 25'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T06:00:42Z,"[2024-03-09T05:51:54+00:00]: The resource property HMC_0 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-09 05:47:30
2024-03-09T06:00:42Z,"[2024-03-09T05:55:46+00:00]: The resource property GPU_SXM_1 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-09 05:47:30
2024-03-09T06:00:42Z,"[2024-03-09T05:55:48+00:00]: The resource property GPU_SXM_2 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-09 05:47:30
2024-03-09T06:00:42Z,"[2024-03-09T05:55:50+00:00]: The resource property GPU_SXM_3 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-09 05:47:30
2024-03-09T06:00:42Z,"[2024-03-09T05:55:58+00:00]: The resource property GPU_SXM_4 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-09 05:47:30
2024-03-09T06:00:42Z,"[2024-03-09T05:55:59+00:00]: The resource property GPU_SXM_5 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-09 05:47:30
2024-03-09T06:00:42Z,"[2024-03-09T05:56:02+00:00]: The resource property GPU_SXM_6 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-09 05:47:30
2024-03-09T06:00:42Z,"[2024-03-09T05:56:11+00:00]: The resource property GPU_SXM_7 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-09 05:47:30
2024-03-09T06:00:42Z,"[2024-03-09T05:56:13+00:00]: The resource property GPU_SXM_8 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-09 05:47:30
2024-03-09T06:00:42Z,"[2024-03-09T05:56:25+00:00]: The resource property NVSwitch_0 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-09 05:47:30
2024-03-09T06:00:42Z,"[2024-03-09T05:56:33+00:00]: The resource property NVSwitch_1 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-09 05:47:30
2024-03-09T06:00:42Z,"[2024-03-09T05:56:34+00:00]: The resource property NVSwitch_2 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-09 05:47:30
2024-03-09T06:00:42Z,"[2024-03-09T05:56:40+00:00]: The resource property NVSwitch_3 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-09 05:47:30
2024-03-09T06:05:40Z,"[2023-11-13T08:23:09+00:00]: The resource property NVSwitch_2 NVLink_4 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T06:05:40Z,"[2023-11-13T08:23:19+00:00]: The resource property NVSwitch_2 NVLink_3 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
2024-03-09T06:05:40Z,"[2023-11-13T08:23:32+00:00]: The resource property NVSwitch_2 NVLink_2 has detected errors of type 'Training Error count is 20'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-09 05:47:30
