gp-common-timestamp,before,dirty_reboot_time
2024-03-07T08:38:56Z,"le write protect: Global WP GPIO is set, but not able to toggle component WP via HMC: [CURL-EASY][OPERATION_TIMEDOUT] Timeout was reached (28) ",2024-03-07 08:32:52
2024-03-07T08:43:57Z,"024-03-07T08:40:31+00:00]: The resource property HMC_0 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:48:55Z,"024-03-07T08:40:31+00:00]: The resource property HMC_0 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:48:55Z,"2024-03-07T08:44:41+00:00]: The resource property NVSwitch_0 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:48:55Z,"2024-03-07T08:44:49+00:00]: The resource property NVSwitch_1 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:48:55Z,"2024-03-07T08:44:50+00:00]: The resource property NVSwitch_2 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:48:55Z,"2024-03-07T08:44:56+00:00]: The resource property NVSwitch_3 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:48:55Z,"024-03-07T08:44:04+00:00]: The resource property GPU_SXM_1 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:48:55Z,"024-03-07T08:44:05+00:00]: The resource property GPU_SXM_2 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:48:55Z,"024-03-07T08:44:06+00:00]: The resource property GPU_SXM_3 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:48:55Z,"024-03-07T08:44:16+00:00]: The resource property GPU_SXM_4 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:48:55Z,"024-03-07T08:44:18+00:00]: The resource property GPU_SXM_5 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:48:55Z,"024-03-07T08:44:19+00:00]: The resource property GPU_SXM_6 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:48:55Z,"024-03-07T08:44:28+00:00]: The resource property GPU_SXM_7 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:48:55Z,"024-03-07T08:44:30+00:00]: The resource property GPU_SXM_8 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:53:56Z,"024-03-07T08:40:31+00:00]: The resource property HMC_0 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:53:56Z,"2024-03-07T08:44:41+00:00]: The resource property NVSwitch_0 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:53:56Z,"2024-03-07T08:44:49+00:00]: The resource property NVSwitch_1 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:53:56Z,"2024-03-07T08:44:50+00:00]: The resource property NVSwitch_2 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:53:56Z,"2024-03-07T08:44:56+00:00]: The resource property NVSwitch_3 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:53:56Z,"2024-03-07T08:53:33+00:00]: The resource property PCIeSwitch_0 UP PCIe has detected errors of type 'Upstream Port Uncorrectable Error Count is 8192'.; Resolution: Reset the link. If problem persists, isolate the server for RMA evaluation., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:53:56Z,"024-03-07T08:44:04+00:00]: The resource property GPU_SXM_1 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:53:56Z,"024-03-07T08:44:05+00:00]: The resource property GPU_SXM_2 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:53:56Z,"024-03-07T08:44:06+00:00]: The resource property GPU_SXM_3 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:53:56Z,"024-03-07T08:44:16+00:00]: The resource property GPU_SXM_4 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:53:56Z,"024-03-07T08:44:18+00:00]: The resource property GPU_SXM_5 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:53:56Z,"024-03-07T08:44:19+00:00]: The resource property GPU_SXM_6 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:53:56Z,"024-03-07T08:44:28+00:00]: The resource property GPU_SXM_7 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:53:56Z,"024-03-07T08:44:30+00:00]: The resource property GPU_SXM_8 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:58:55Z,"024-03-07T08:40:31+00:00]: The resource property HMC_0 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:58:55Z,"2024-03-07T08:44:41+00:00]: The resource property NVSwitch_0 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:58:55Z,"2024-03-07T08:44:49+00:00]: The resource property NVSwitch_1 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:58:55Z,"2024-03-07T08:44:50+00:00]: The resource property NVSwitch_2 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:58:55Z,"2024-03-07T08:44:56+00:00]: The resource property NVSwitch_3 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:58:55Z,"2024-03-07T08:53:33+00:00]: The resource property PCIeSwitch_0 UP PCIe has detected errors of type 'Upstream Port Uncorrectable Error Count is 8192'.; Resolution: Reset the link. If problem persists, isolate the server for RMA evaluation., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:58:55Z,"2024-03-07T08:54:01+00:00]: The resource property NVSwitch_0 Driver Event Message has detected errors of type '[Mon Jan  5 23:46:51 UTC 1970][336265216][00] SXID 9 eNon-fatal'.; Resolution: , Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:58:55Z,"2024-03-07T08:54:02+00:00]: The resource property NVSwitch_0 Driver Event Message has detected errors of type '[Mon Jan  5 23:46:51 UTC 1970][336330752][00] SXID 9 eSeverity 0 Engine instance 61 Sub-engine instance 00CH'.; Resolution: , Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:58:55Z,"2024-03-07T08:54:04+00:00]: The resource property NVSwitch_0 Driver Event Message has detected errors of type '[Mon Jan  5 23:46:51 UTC 1970][336396288][02] SXID 9 eData {0x00200000'.; Resolution: , Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:58:55Z,"2024-03-07T08:54:07+00:00]: The resource property NVSwitch_2 Driver Event Message has detected errors of type '[Wed Feb 25 01:59:22 UTC 1970][336265216][00] SXID 9 eNon-fatal'.; Resolution: , Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:58:55Z,"2024-03-07T08:54:09+00:00]: The resource property NVSwitch_2 Driver Event Message has detected errors of type '[Wed Feb 25 01:59:22 UTC 1970][336330752][00] SXID 9 eSeverity 0 Engine instance 36 Sub-engine instance 00CH'.; Resolution: , Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:58:55Z,"024-03-07T08:44:04+00:00]: The resource property GPU_SXM_1 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:58:55Z,"2024-03-07T08:54:11+00:00]: The resource property NVSwitch_2 Driver Event Message has detected errors of type '[Wed Feb 25 01:59:22 UTC 1970][336396288][02] SXID 9 eData {0x00200000'.; Resolution: , Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:58:55Z,"024-03-07T08:44:05+00:00]: The resource property GPU_SXM_2 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:58:55Z,"024-03-07T08:44:06+00:00]: The resource property GPU_SXM_3 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:58:55Z,"024-03-07T08:44:16+00:00]: The resource property GPU_SXM_4 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:58:55Z,"024-03-07T08:44:18+00:00]: The resource property GPU_SXM_5 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:58:55Z,"024-03-07T08:44:19+00:00]: The resource property GPU_SXM_6 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:58:55Z,"024-03-07T08:44:28+00:00]: The resource property GPU_SXM_7 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T08:58:55Z,"024-03-07T08:44:30+00:00]: The resource property GPU_SXM_8 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:03:59Z,"2024-03-07T08:44:41+00:00]: The resource property NVSwitch_0 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:03:59Z,"2024-03-07T08:44:49+00:00]: The resource property NVSwitch_1 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:03:59Z,"2024-03-07T08:44:50+00:00]: The resource property NVSwitch_2 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:03:59Z,"2024-03-07T08:44:56+00:00]: The resource property NVSwitch_3 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:03:59Z,"2024-03-07T08:53:33+00:00]: The resource property PCIeSwitch_0 UP PCIe has detected errors of type 'Upstream Port Uncorrectable Error Count is 8192'.; Resolution: Reset the link. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-07 08:32:52
2024-03-07T09:03:59Z,"2024-03-07T08:54:01+00:00]: The resource property NVSwitch_0 Driver Event Message has detected errors of type '[Mon Jan  5 23:46:51 UTC 1970][336265216][00] SXID 9 eNon-fatal'.; Resolution: , Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:03:59Z,"2024-03-07T08:54:02+00:00]: The resource property NVSwitch_0 Driver Event Message has detected errors of type '[Mon Jan  5 23:46:51 UTC 1970][336330752][00] SXID 9 eSeverity 0 Engine instance 61 Sub-engine instance 00CH'.; Resolution: , Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:03:59Z,"2024-03-07T08:54:04+00:00]: The resource property NVSwitch_0 Driver Event Message has detected errors of type '[Mon Jan  5 23:46:51 UTC 1970][336396288][02] SXID 9 eData {0x00200000'.; Resolution: , Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:03:59Z,"2024-03-07T08:54:07+00:00]: The resource property NVSwitch_2 Driver Event Message has detected errors of type '[Wed Feb 25 01:59:22 UTC 1970][336265216][00] SXID 9 eNon-fatal'.; Resolution: , Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:03:59Z,"2024-03-07T08:54:09+00:00]: The resource property NVSwitch_2 Driver Event Message has detected errors of type '[Wed Feb 25 01:59:22 UTC 1970][336330752][00] SXID 9 eSeverity 0 Engine instance 36 Sub-engine instance 00CH'.; Resolution: , Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:03:59Z,"2024-03-07T08:54:11+00:00]: The resource property NVSwitch_2 Driver Event Message has detected errors of type '[Wed Feb 25 01:59:22 UTC 1970][336396288][02] SXID 9 eData {0x00200000'.; Resolution: , Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:03:59Z,"2024-03-07T09:02:36+00:00]: The resource property NVSwitch_3 NVLink_31 has detected errors of type 'Training Error count is 32'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:03:59Z,"2024-03-07T09:02:38+00:00]: The resource property NVSwitch_3 NVLink_30 has detected errors of type 'Training Error count is 32'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:03:59Z,"2024-03-07T09:02:39+00:00]: The resource property NVSwitch_3 NVLink_29 has detected errors of type 'Training Error count is 32'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:03:59Z,"2024-03-07T09:03:04+00:00]: The resource property NVSwitch_3 NVLink_27 has detected errors of type 'Training Error count is 32'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:03:59Z,"2024-03-07T09:03:04+00:00]: The resource property NVSwitch_3 NVLink_26 has detected errors of type 'Training Error count is 32'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:03:59Z,"2024-03-07T09:03:06+00:00]: The resource property NVSwitch_3 NVLink_28 has detected errors of type 'Training Error count is 32'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:03:59Z,"2024-03-07T09:03:32+00:00]: The resource property NVSwitch_3 NVLink_24 has detected errors of type 'Training Error count is 32'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:03:59Z,"2024-03-07T09:03:33+00:00]: The resource property NVSwitch_3 NVLink_23 has detected errors of type 'Training Error count is 32'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:03:59Z,"2024-03-07T09:03:34+00:00]: The resource property NVSwitch_3 NVLink_25 has detected errors of type 'Training Error count is 32'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:03:59Z,"024-03-07T08:44:16+00:00]: The resource property GPU_SXM_4 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:03:59Z,"024-03-07T08:44:18+00:00]: The resource property GPU_SXM_5 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:03:59Z,"024-03-07T08:44:19+00:00]: The resource property GPU_SXM_6 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:03:59Z,"024-03-07T08:44:28+00:00]: The resource property GPU_SXM_7 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:03:59Z,"024-03-07T08:44:30+00:00]: The resource property GPU_SXM_8 Firmware has detected errors of type 'WriteProtected'.; Resolution: If WP enabled, ERoT/AP shall not be able to update SPI. This is a HW protection., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:08:58Z,"2024-03-07T09:05:51+00:00]: The resource property NVSwitch_3 NVLink_5 has detected errors of type 'Training Error count is 32'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:08:58Z,"2024-03-07T09:06:09+00:00]: The resource property NVSwitch_3 NVLink_4 has detected errors of type 'Training Error count is 32'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:08:58Z,"2024-03-07T09:06:10+00:00]: The resource property NVSwitch_3 NVLink_3 has detected errors of type 'Training Error count is 32'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:08:58Z,"2024-03-07T09:06:12+00:00]: The resource property NVSwitch_3 NVLink_2 has detected errors of type 'Training Error count is 32'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:08:58Z,"2024-03-07T09:06:28+00:00]: The resource property NVSwitch_3 NVLink_1 has detected errors of type 'Training Error count is 32'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:08:58Z,"2024-03-07T09:06:29+00:00]: The resource property NVSwitch_3 NVLink_0 has detected errors of type 'Training Error count is 32'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:08:58Z,"2024-03-07T09:06:31+00:00]: The resource property NVSwitch_2 NVLink_39 has detected errors of type 'Training Error count is 40'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:08:58Z,"2024-03-07T09:06:48+00:00]: The resource property NVSwitch_2 NVLink_38 has detected errors of type 'Training Error count is 40'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:08:58Z,"2024-03-07T09:06:50+00:00]: The resource property NVSwitch_2 NVLink_37 has detected errors of type 'Training Error count is 40'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:08:58Z,"2024-03-07T09:06:52+00:00]: The resource property NVSwitch_2 NVLink_36 has detected errors of type 'Training Error count is 40'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:08:58Z,"2024-03-07T09:07:08+00:00]: The resource property NVSwitch_2 NVLink_35 has detected errors of type 'Training Error count is 40'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:08:58Z,"2024-03-07T09:07:11+00:00]: The resource property NVSwitch_2 NVLink_34 has detected errors of type 'Training Error count is 40'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: (Unknown) ",2024-03-07 08:32:52
2024-03-07T09:08:58Z,"2024-03-07T09:07:12+00:00]: The resource property NVSwitch_2 NVLink_33 has detected errors of type 'Training Error count is 40'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: (Unknown) ",2024-03-07 08:32:52
